Date;Visiteurs presents
04/06/2015;307.92
05/06/2015;256.9167
06/06/2015;381.5
07/06/2015;0
08/06/2015;380.92
09/06/2015;320.4
10/06/2015;334.1923
11/06/2015;322.16
12/06/2015;310.3077
13/06/2015;410.2308
14/06/2015;0
15/06/2015;410.2
16/06/2015;359.8077
17/06/2015;297.04
18/06/2015;297.72
19/06/2015;240.1538
20/06/2015;382.4231
21/06/2015;0
22/06/2015;276.875
23/06/2015;278.6
24/06/2015;231.4
25/06/2015;205.44
26/06/2015;183.16
27/06/2015;200.2692
28/06/2015;0
29/06/2015;201.4615
30/06/2015;114.3333
01/07/2015;124.25
02/07/2015;116.8462
03/07/2015;90.7692
04/07/2015;96.0714
05/07/2015;0
06/07/2015;137
07/07/2015;144.9231
08/07/2015;111.4615
09/07/2015;111.1538
10/07/2015;95.3077
11/07/2015;99.9286
12/07/2015;0
13/07/2015;140.5385
14/07/2015;0
15/07/2015;120.5385
16/07/2015;109
17/07/2015;93.3846
18/07/2015;118.0769
19/07/2015;0
20/07/2015;143.4615
21/07/2015;152.8462
22/07/2015;116.8462
23/07/2015;142.3077
24/07/2015;117
25/07/2015;119.9231
26/07/2015;0
27/07/2015;160.0769
28/07/2015;154.6923
29/07/2015;137.0833
30/07/2015;135.6923
31/07/2015;126.7692
01/08/2015;128.4615
02/08/2015;0
03/08/2015;700
04/08/2015;700
05/08/2015;700
06/08/2015;356
07/08/2015;0
08/08/2015;0
09/08/2015;0
10/08/2015;0
11/08/2015;0
12/08/2015;0
13/08/2015;0
14/08/2015;148.4
15/08/2015;700
16/08/2015;0
17/08/2015;163.9231
18/08/2015;169.6667
19/08/2015;174.75
20/08/2015;186.6154
21/08/2015;153.3077
22/08/2015;159.9231
23/08/2015;0
24/08/2015;264.1429
25/08/2015;273.8462
26/08/2015;276.2308
27/08/2015;264.4615
28/08/2015;250.4286
29/08/2015;343.3846
30/08/2015;0
31/08/2015;223.5714
01/09/2015;278.6154
02/09/2015;309.0769
03/09/2015;257.6923
04/09/2015;208
05/09/2015;320.2308
06/09/2015;0
07/09/2015;310.84
08/09/2015;348.2308
09/09/2015;337.3462
10/09/2015;355.4
11/09/2015;301.3846
12/09/2015;390.08
13/09/2015;0
14/09/2015;319.5
15/09/2015;363.9231
16/09/2015;337.3077
17/09/2015;344.7692
18/09/2015;363.1923
19/09/2015;424.3462
20/09/2015;0
21/09/2015;373.4
22/09/2015;397.4615
23/09/2015;367.7308
24/09/2015;398.24
25/09/2015;406.6538
26/09/2015;458.4615
27/09/2015;0
28/09/2015;421.9231
29/09/2015;458.52
30/09/2015;193.8077
01/10/2015;367.0385
02/10/2015;420.1538
03/10/2015;476.76
04/10/2015;0
05/10/2015;432.44
06/10/2015;441.9231
07/10/2015;442.9615
08/10/2015;479.5
09/10/2015;394.68
10/10/2015;509.96
11/10/2015;0
12/10/2015;465.96
13/10/2015;423.875
14/10/2015;421.7308
15/10/2015;330.6923
16/10/2015;392.0385
17/10/2015;449.5
18/10/2015;0
19/10/2015;478.7692
20/10/2015;496.2308
21/10/2015;454.0385
22/10/2015;483.88
23/10/2015;453.25
24/10/2015;413.4231
25/10/2015;0
26/10/2015;526.8462
27/10/2015;524.6923
28/10/2015;516.7308
29/10/2015;516.4231
30/10/2015;489.1538
31/10/2015;467.9231
01/11/2015;0
02/11/2015;455.7308
03/11/2015;455.9231
04/11/2015;451.2308
05/11/2015;464.9231
06/11/2015;435.7692
07/11/2015;496.1154
08/11/2015;0
09/11/2015;472.5769
10/11/2015;465.6154
11/11/2015;0
12/11/2015;482.8077
13/11/2015;434.8462
14/11/2015;0
15/11/2015;0
16/11/2015;425.2692
17/11/2015;455.0385
18/11/2015;442.6154
19/11/2015;420.1154
20/11/2015;413.5
21/11/2015;509.7692
22/11/2015;0
23/11/2015;484.6923
24/11/2015;475.3846
25/11/2015;454.4231
26/11/2015;474.1923
27/11/2015;438.7308
28/11/2015;501.1154
29/11/2015;0
30/11/2015;476.0385
01/12/2015;513.2692
02/12/2015;536.4615
03/12/2015;700
04/12/2015;700
05/12/2015;586.1923
06/12/2015;0
07/12/2015;522.6154
08/12/2015;540.1154
09/12/2015;533.2692
10/12/2015;529.2692
11/12/2015;473.0385
12/12/2015;530.3846
13/12/2015;0
14/12/2015;479.3077
15/12/2015;461.3462
16/12/2015;366.1538
17/12/2015;294
18/12/2015;191.9231
19/12/2015;0
20/12/2015;0
21/12/2015;0
22/12/2015;0
23/12/2015;0
24/12/2015;0
25/12/2015;0
26/12/2015;0
27/12/2015;0
28/12/2015;0
29/12/2015;0
30/12/2015;0
31/12/2015;0
01/01/2016;0
02/01/2016;0
03/01/2016;0
04/01/2016;0
05/01/2016;419.7692
06/01/2016;391.1538
07/01/2016;385.6923
08/01/2016;399.3462
09/01/2016;490.8462
10/01/2016;0
11/01/2016;426.0385
12/01/2016;426.2692
13/01/2016;420.5385
14/01/2016;375.1923
15/01/2016;314.9231
16/01/2016;461.2308
17/01/2016;0
18/01/2016;379.9615
19/01/2016;391.8077
20/01/2016;346.6154
21/01/2016;325.0769
22/01/2016;310.5769
23/01/2016;398.7308
24/01/2016;0
25/01/2016;374.4231
26/01/2016;420.1154
27/01/2016;390
28/01/2016;363.1923
29/01/2016;332.0769
30/01/2016;432.1538
31/01/2016;0
01/02/2016;408.0769
02/02/2016;399.1154
03/02/2016;418.1538
04/02/2016;401.7308
05/02/2016;401.1923
06/02/2016;492.6538
07/02/2016;0
08/02/2016;452.0385
09/02/2016;453.1538
10/02/2016;428.7308
11/02/2016;409.2308
12/02/2016;420.1154
13/02/2016;481.4231
14/02/2016;0
15/02/2016;454.2692
16/02/2016;446.5769
17/02/2016;436.0769
18/02/2016;412.6923
19/02/2016;339.5
20/02/2016;419.0769
21/02/2016;0
22/02/2016;498.8462
23/02/2016;500.7308
24/02/2016;481.1923
25/02/2016;475.8462
26/02/2016;451.0769
27/02/2016;290.4783
28/02/2016;0
29/02/2016;506.2308
01/03/2016;508.5769
02/03/2016;491.5
03/03/2016;0
04/03/2016;457.7308
05/03/2016;463.3846
06/03/2016;0
07/03/2016;458.1154
08/03/2016;445.0769
09/03/2016;364.3846
10/03/2016;435.8462
11/03/2016;427.7308
12/03/2016;494.8846
13/03/2016;0
14/03/2016;466.2308
15/03/2016;471.5385
16/03/2016;466.9615
17/03/2016;465.5
18/03/2016;423.7692
19/03/2016;499.3846
20/03/2016;0
21/03/2016;479.3846
22/03/2016;459.6923
23/03/2016;436.9615
24/03/2016;429.8462
25/03/2016;368.4231
26/03/2016;10
27/03/2016;0
28/03/2016;0
29/03/2016;450.8462
30/03/2016;446.3077
31/03/2016;475.2
01/04/2016;405.2692
02/04/2016;505.7308
03/04/2016;0
04/04/2016;521.4231
05/04/2016;525.6538
06/04/2016;493.1923
07/04/2016;496.6154
08/04/2016;478.1538
09/04/2016;512.8462
10/04/2016;0
11/04/2016;524.9615
12/04/2016;508.6154
13/04/2016;480.3462
14/04/2016;475.9231
15/04/2016;413
16/04/2016;449.1154
17/04/2016;0
18/04/2016;504.3077
19/04/2016;476.5769
20/04/2016;477.5769
21/04/2016;472.2692
22/04/2016;445.2692
23/04/2016;436.7692
24/04/2016;0
25/04/2016;482.7308
26/04/2016;492.3077
27/04/2016;483.8462
28/04/2016;506.4615
29/04/2016;495.5385
30/04/2016;484.4231
01/05/2016;0
02/05/2016;400.3846
03/05/2016;385.5
04/05/2016;314.9231
05/05/2016;0
06/05/2016;432.9615
07/05/2016;490.6154
08/05/2016;0
09/05/2016;391.7308
10/05/2016;387.5385
11/05/2016;344.7692
12/05/2016;381.3462
13/05/2016;314.7308
14/05/2016;452.0769
15/05/2016;0
16/05/2016;0
17/05/2016;382.4615
18/05/2016;351.5
19/05/2016;282.6923
20/05/2016;329.3077
21/05/2016;448.5
22/05/2016;0
23/05/2016;356.2308
24/05/2016;370.1538
25/05/2016;332.6154
26/05/2016;214.2308
27/05/2016;280.7308
28/05/2016;414.6923
29/05/2016;0
30/05/2016;341.6923
31/05/2016;311.9231
01/06/2016;310.5
02/06/2016;295.5769
03/06/2016;279.8462
04/06/2016;379.3077
05/06/2016;0
06/06/2016;410.0769
07/06/2016;313.4231
08/06/2016;288.7308
09/06/2016;301.6154
10/06/2016;287.1538
11/06/2016;379.8462
12/06/2016;0
13/06/2016;385.7692
14/06/2016;304.2308
15/06/2016;273.6923
16/06/2016;232.5385
17/06/2016;210.3846
18/06/2016;298.1923
19/06/2016;0
20/06/2016;234.1923
21/06/2016;237.6923
22/06/2016;154.0769
23/06/2016;170.6154
24/06/2016;135.2308
25/06/2016;172.1923
26/06/2016;0
27/06/2016;194.3077
28/06/2016;208.5385
29/06/2016;172.2308
30/06/2016;149.5385
01/07/2016;140.2308
02/07/2016;143.1923
03/07/2016;0
04/07/2016;151.6667
05/07/2016;99
06/07/2016;109.0625
07/07/2016;116.5
08/07/2016;82.9286
09/07/2016;90.4286
10/07/2016;0
11/07/2016;99.5
12/07/2016;110.8571
13/07/2016;89.1429
14/07/2016;0
15/07/2016;91.9286
16/07/2016;94.5714
17/07/2016;0
18/07/2016;103.4286
19/07/2016;101.0714
20/07/2016;84.2857
21/07/2016;91.1429
22/07/2016;83.5
23/07/2016;116.7143
24/07/2016;0
25/07/2016;0
26/07/2016;0
27/07/2016;0
28/07/2016;0
29/07/2016;0
30/07/2016;0
31/07/2016;0
01/08/2016;0
02/08/2016;0
03/08/2016;0
04/08/2016;0
05/08/2016;0
06/08/2016;0
07/08/2016;0
08/08/2016;0
09/08/2016;0
10/08/2016;0
11/08/2016;0
12/08/2016;0
13/08/2016;0
14/08/2016;0
15/08/2016;0
16/08/2016;85.7143
17/08/2016;321.2857
18/08/2016;82.3571
19/08/2016;159.3571
20/08/2016;175.4286
21/08/2016;0
22/08/2016;254.5714
23/08/2016;254.8571
24/08/2016;219.9286
25/08/2016;164.4286
26/08/2016;139.8571
27/08/2016;132
28/08/2016;0
29/08/2016;224.7857
30/08/2016;252.6429
31/08/2016;186.7143
01/09/2016;178
02/09/2016;182.8571
03/09/2016;317.5
04/09/2016;0
05/09/2016;323.1923
06/09/2016;381.7308
07/09/2016;408.3077
08/09/2016;391.8846
09/09/2016;357.1154
10/09/2016;445.0385
11/09/2016;0
12/09/2016;379.1538
13/09/2016;378.5
14/09/2016;376.9231
15/09/2016;371.7692
16/09/2016;392.8462
17/09/2016;477.2692
18/09/2016;0
19/09/2016;392.2308
20/09/2016;382.1538
21/09/2016;410.0769
22/09/2016;393.1923
23/09/2016;410.6154
24/09/2016;455.8462
25/09/2016;0
26/09/2016;426.5769
27/09/2016;427.7692
28/09/2016;433.3462
29/09/2016;428.5385
30/09/2016;417.0385
01/10/2016;453
02/10/2016;0
03/10/2016;442
04/10/2016;446.4615
05/10/2016;458.5
06/10/2016;437.6538
07/10/2016;424.8462
08/10/2016;467.5769
09/10/2016;0
10/10/2016;455.7692
11/10/2016;459.3077
12/10/2016;451.5769
13/10/2016;456.3462
14/10/2016;428.9615
15/10/2016;487.2692
16/10/2016;0
17/10/2016;467.5
18/10/2016;464.9231
19/10/2016;413.5
20/10/2016;421.9231
21/10/2016;424.1538
22/10/2016;477.9231
23/10/2016;0
24/10/2016;495.9231
25/10/2016;508.4231
26/10/2016;475.6154
27/10/2016;487.8462
28/10/2016;466.2692
29/10/2016;472.2692
30/10/2016;0
31/10/2016;504.2308
01/11/2016;0
02/11/2016;500.1154
03/11/2016;451.8462
04/11/2016;457.3846
05/11/2016;504.8462
06/11/2016;0
07/11/2016;463.6923
08/11/2016;473.6538
09/11/2016;412.0769
10/11/2016;373.3462
11/11/2016;0
12/11/2016;536.1154
13/11/2016;0
14/11/2016;470.6923
15/11/2016;478.5
16/11/2016;417.5263
17/11/2016;466.5556
18/11/2016;309
19/11/2016;504.5769
20/11/2016;0
21/11/2016;476.3462
22/11/2016;485.7692
23/11/2016;469.0385
24/11/2016;476.6923
25/11/2016;457.9231
26/11/2016;498.5385
27/11/2016;0
28/11/2016;0
29/11/2016;489.9231
30/11/2016;486.5
01/12/2016;468.0769
02/12/2016;465.4615
03/12/2016;513.6923
04/12/2016;0
05/12/2016;507.8846
06/12/2016;509.8077
07/12/2016;504.4615
08/12/2016;510.5769
09/12/2016;474.6923
10/12/2016;502.9615
11/12/2016;0
12/12/2016;486.6923
13/12/2016;440.8462
14/12/2016;360.3846
15/12/2016;308.3462
16/12/2016;212.6538
17/12/2016;219.8462
18/12/2016;0
19/12/2016;437.6538
20/12/2016;453.6154
21/12/2016;445.6154
22/12/2016;439.5
23/12/2016;435.5769
24/12/2016;0
25/12/2016;0
26/12/2016;0
27/12/2016;0
28/12/2016;0
29/12/2016;0
30/12/2016;0
31/12/2016;0
01/01/2017;0
02/01/2017;499.8462
03/01/2017;465.6538
04/01/2017;456.8846
05/01/2017;432.2692
06/01/2017;456.2308
07/01/2017;513.6923
08/01/2017;0
09/01/2017;468.5385
10/01/2017;457.1154
11/01/2017;420.9615
12/01/2017;398.5
13/01/2017;357.1923
14/01/2017;473.1154
15/01/2017;0
16/01/2017;378.0385
17/01/2017;429.7308
18/01/2017;379.1154
19/01/2017;351.0769
20/01/2017;341.4231
21/01/2017;456.0769
22/01/2017;0
23/01/2017;404.4615
24/01/2017;423.0526
25/01/2017;433.7308
26/01/2017;414.8846
27/01/2017;406.5769
28/01/2017;471.5385
29/01/2017;0
30/01/2017;419.6923
31/01/2017;448.8846
01/02/2017;420.2308
02/02/2017;404.6538
03/02/2017;356.4231
04/02/2017;408.3077
05/02/2017;0
06/02/2017;489.7692
07/02/2017;503
08/02/2017;487.8462
09/02/2017;475.9231
10/02/2017;441.1923
11/02/2017;460.8077
12/02/2017;0
13/02/2017;514.9231
14/02/2017;494.0385
15/02/2017;505.4231
16/02/2017;515.3077
17/02/2017;497.7692
18/02/2017;507.0385
19/02/2017;0
20/02/2017;486.6923
21/02/2017;479.6154
22/02/2017;471.1923
23/02/2017;461.9231
24/02/2017;459.6154
25/02/2017;500.1923
26/02/2017;0
27/02/2017;491.1923
28/02/2017;462.4231
01/03/2017;439.4231
02/03/2017;468.5769
03/03/2017;444.1923
04/03/2017;509.0385
05/03/2017;0
06/03/2017;445.1154
07/03/2017;473.1154
08/03/2017;446.6154
09/03/2017;469.4231
10/03/2017;457.1538
11/03/2017;509.6538
12/03/2017;0
13/03/2017;510.3462
14/03/2017;478.7692
15/03/2017;465.0385
16/03/2017;483.5385
17/03/2017;446.1154
18/03/2017;507.1923
19/03/2017;0
20/03/2017;488.9231
21/03/2017;487.6538
22/03/2017;484.7692
23/03/2017;466.7308
24/03/2017;425.3077
25/03/2017;512.6538
26/03/2017;0
27/03/2017;497.2308
28/03/2017;475.8077
29/03/2017;485.3462
30/03/2017;463.6154
31/03/2017;404.5769
01/04/2017;497.6923
02/04/2017;0
03/04/2017;523.0769
04/04/2017;526.5769
05/04/2017;515.7692
06/04/2017;512.5385
07/04/2017;482.0385
08/04/2017;462.8462
09/04/2017;0
10/04/2017;524.1154
11/04/2017;517.2692
12/04/2017;509.3462
13/04/2017;508.8462
14/04/2017;482.1923
15/04/2017;0
16/04/2017;0
17/04/2017;0
18/04/2017;502.8846
19/04/2017;488.7692
20/04/2017;485.5
21/04/2017;421.1154
22/04/2017;494.4231
23/04/2017;0
24/04/2017;476.9231
25/04/2017;510.4231
26/04/2017;484.5
27/04/2017;440.0769
28/04/2017;397.0385
29/04/2017;508.6923
30/04/2017;0
01/05/2017;0
02/05/2017;473.5769
03/05/2017;385.6538
04/05/2017;391.8846
05/05/2017;366.8846
06/05/2017;465.3462
07/05/2017;0
08/05/2017;0
09/05/2017;439.8077
10/05/2017;393.8462
11/05/2017;388.9231
12/05/2017;339.1923
13/05/2017;451.9231
14/05/2017;0
15/05/2017;376.9231
16/05/2017;372.5385
17/05/2017;322.0385
18/05/2017;330
19/05/2017;322.8462
20/05/2017;380.6538
21/05/2017;0
22/05/2017;321.0385
23/05/2017;294.8462
24/05/2017;243.1923
25/05/2017;0
26/05/2017;362.7692
27/05/2017;330.3462
28/05/2017;0
29/05/2017;269.0385
30/05/2017;303.1923
31/05/2017;343.3846
01/06/2017;310.6154
02/06/2017;248
03/06/2017;379.8462
04/06/2017;0
05/06/2017;0
06/06/2017;303.9615
07/06/2017;296.3077
08/06/2017;274.8077
09/06/2017;257.2308
10/06/2017;346
11/06/2017;0
12/06/2017;367.1538
13/06/2017;363.3846
14/06/2017;326.8846
15/06/2017;250.5769
16/06/2017;195.3846
17/06/2017;339.6923
18/06/2017;0
19/06/2017;242.0385
20/06/2017;193.5385
21/06/2017;-218.2308
22/06/2017;-141.3846
23/06/2017;127.6154
24/06/2017;195.7308
25/06/2017;0
26/06/2017;188.3846
27/06/2017;178.8462
28/06/2017;157.9231
29/06/2017;167.3077
30/06/2017;122.9615
01/07/2017;164.2308
02/07/2017;0
03/07/2017;162.9286
04/07/2017;166.3571
05/07/2017;127.6429
06/07/2017;115.5714
07/07/2017;101.5714
08/07/2017;115.1429
09/07/2017;0
10/07/2017;142.9286
11/07/2017;156.5
12/07/2017;123.7857
13/07/2017;103
14/07/2017;0
15/07/2017;112.1429
16/07/2017;0
17/07/2017;128
18/07/2017;121.8571
19/07/2017;110.2857
20/07/2017;112.0714
21/07/2017;98.1429
22/07/2017;109.2857
23/07/2017;0
24/07/2017;0
25/07/2017;0
26/07/2017;0
27/07/2017;0
28/07/2017;0
29/07/2017;0
30/07/2017;0
31/07/2017;0
01/08/2017;0
02/08/2017;0
03/08/2017;0
04/08/2017;0
05/08/2017;0
06/08/2017;0
07/08/2017;0
08/08/2017;0
09/08/2017;0
10/08/2017;0
11/08/2017;0
12/08/2017;0
13/08/2017;0
14/08/2017;0
15/08/2017;0
16/08/2017;107.8571
17/08/2017;139.3571
18/08/2017;129.3571
19/08/2017;131.3571
20/08/2017;0
21/08/2017;209
22/08/2017;221.1429
23/08/2017;203.4286
24/08/2017;195.6429
25/08/2017;175.0714
26/08/2017;189.6429
27/08/2017;0
28/08/2017;245
29/08/2017;240
30/08/2017;216.9286
31/08/2017;244.7143
01/09/2017;217.0714
02/09/2017;235.6429
03/09/2017;0
04/09/2017;284.6538
05/09/2017;346.9615
06/09/2017;370.6923
07/09/2017;333.1538
08/09/2017;336.1538
09/09/2017;413.1923
10/09/2017;0
11/09/2017;358.0385
12/09/2017;394.1154
13/09/2017;365.9615
14/09/2017;369.4231
15/09/2017;361.4231
16/09/2017;427.4615
17/09/2017;0
18/09/2017;399.1923
19/09/2017;398.9615
20/09/2017;385.9231
21/09/2017;271.8462
22/09/2017;405.0385
23/09/2017;455.0385
24/09/2017;0
25/09/2017;408.2692
26/09/2017;448.1538
27/09/2017;425.8077
28/09/2017;424.7308
29/09/2017;417.8846
30/09/2017;436.7308
01/10/2017;0
02/10/2017;454.5769
03/10/2017;477
04/10/2017;444.6538
05/10/2017;455.2308
06/10/2017;411.4231
07/10/2017;493.9615
08/10/2017;0
09/10/2017;470.1538
10/10/2017;385.9231
11/10/2017;456.5385
12/10/2017;460.0385
13/10/2017;466.7692
14/10/2017;500.5385
15/10/2017;0
16/10/2017;466.8846
17/10/2017;471.6923
18/10/2017;459.9615
19/10/2017;502.1154
20/10/2017;416.3077
21/10/2017;474.0385
22/10/2017;0
23/10/2017;494.6923
24/10/2017;510.1538
25/10/2017;466.7308
26/10/2017;467.6538
27/10/2017;441.2692
28/10/2017;424.7692
29/10/2017;0
30/10/2017;495.3846
31/10/2017;484.4231
