Date;Visiteurs presents
06/06/2015;58.4375
07/06/2015;57.8571
08/06/2015;0
09/06/2015;51.9231
10/06/2015;50.4545
11/06/2015;30
12/06/2015;49.6429
13/06/2015;59.5455
14/06/2015;70
15/06/2015;0
16/06/2015;48.8889
17/06/2015;42
18/06/2015;35.25
19/06/2015;39.2308
20/06/2015;52.8571
21/06/2015;52
22/06/2015;0
23/06/2015;38.6364
24/06/2015;45.7692
25/06/2015;31.75
26/06/2015;39.2857
27/06/2015;46.25
28/06/2015;50
29/06/2015;0
30/06/2015;36.25
01/07/2015;44.2308
02/07/2015;28.5
03/07/2015;36.7857
04/07/2015;41.5385
05/07/2015;45
06/07/2015;0
07/07/2015;33.75
08/07/2015;42.6923
09/07/2015;25.25
10/07/2015;34.2857
11/07/2015;48
12/07/2015;49.1667
13/07/2015;0
14/07/2015;0
15/07/2015;42.6923
16/07/2015;25.25
17/07/2015;33.4375
18/07/2015;48
19/07/2015;49.1667
20/07/2015;0
21/07/2015;33.75
22/07/2015;42.6923
23/07/2015;25.25
24/07/2015;33.4375
25/07/2015;45
26/07/2015;49.1667
27/07/2015;0
28/07/2015;33.75
29/07/2015;42.6923
30/07/2015;25.25
31/07/2015;33.4375
01/08/2015;48
02/08/2015;49.1667
03/08/2015;0
04/08/2015;33.75
05/08/2015;42.6923
06/08/2015;25.25
07/08/2015;33.4375
08/08/2015;48
09/08/2015;49.1667
10/08/2015;0
11/08/2015;33.75
12/08/2015;42.6923
13/08/2015;25.25
14/08/2015;33.4375
15/08/2015;0
16/08/2015;49.1667
17/08/2015;0
18/08/2015;38.2143
19/08/2015;42.6923
20/08/2015;25.25
21/08/2015;36.1765
22/08/2015;48
23/08/2015;45.8333
24/08/2015;0
25/08/2015;36.1538
26/08/2015;42.6923
27/08/2015;25.25
28/08/2015;38.5714
29/08/2015;0
30/08/2015;0
31/08/2015;0
01/09/2015;1.8182
02/09/2015;0
03/09/2015;0
04/09/2015;0
05/09/2015;0
06/09/2015;0
07/09/2015;0
08/09/2015;39.7059
09/09/2015;44.2308
10/09/2015;25.25
11/09/2015;34.375
12/09/2015;48
13/09/2015;49.1667
14/09/2015;0
15/09/2015;39.7059
16/09/2015;44.2308
17/09/2015;25.25
18/09/2015;34.375
19/09/2015;48.3333
20/09/2015;45
21/09/2015;0
22/09/2015;39.7059
23/09/2015;44.2308
24/09/2015;25.25
25/09/2015;34.375
26/09/2015;48.0769
27/09/2015;64.2857
28/09/2015;0
29/09/2015;39.7059
30/09/2015;47.8571
01/10/2015;18.25
02/10/2015;4
03/10/2015;54.5714
04/10/2015;0
05/10/2015;0
06/10/2015;24.4762
07/10/2015;0
08/10/2015;23.3333
09/10/2015;21.1
10/10/2015;0
11/10/2015;80.9286
12/10/2015;0
13/10/2015;0
14/10/2015;23.6667
15/10/2015;23.5238
16/10/2015;8
17/10/2015;65.4286
18/10/2015;83.8462
19/10/2015;0
20/10/2015;54.7619
21/10/2015;53.4286
22/10/2015;42.1429
23/10/2015;47.0952
24/10/2015;65.5455
25/10/2015;75.9286
26/10/2015;0
27/10/2015;112.2273
28/10/2015;95.5909
29/10/2015;102.9545
30/10/2015;53.1818
31/10/2015;99.8636
01/11/2015;0
02/11/2015;0
03/11/2015;37.8636
04/11/2015;35.5
05/11/2015;49.7727
06/11/2015;47.6364
07/11/2015;134.6364
08/11/2015;126.6429
09/11/2015;0
10/11/2015;28.0455
11/11/2015;0
12/11/2015;32.7273
13/11/2015;25.3182
14/11/2015;0
15/11/2015;0
16/11/2015;0
17/11/2015;24.0455
18/11/2015;26.7273
19/11/2015;23.6818
20/11/2015;21.6818
21/11/2015;75.5455
22/11/2015;81.5
23/11/2015;0
24/11/2015;45.1364
25/11/2015;31.3182
26/11/2015;32.3636
27/11/2015;2.6818
28/11/2015;114.7273
29/11/2015;105.9286
30/11/2015;0
01/12/2015;40.4545
02/12/2015;38.4545
03/12/2015;35.3636
04/12/2015;36.3636
05/12/2015;135.3636
06/12/2015;123.2857
07/12/2015;0
08/12/2015;67.1818
09/12/2015;65.0909
10/12/2015;53.3182
11/12/2015;58.2727
12/12/2015;157.3182
13/12/2015;136.6429
14/12/2015;0
15/12/2015;44.4545
16/12/2015;31.2273
17/12/2015;26.1818
18/12/2015;16.6364
19/12/2015;20.8636
20/12/2015;25.6429
21/12/2015;0
22/12/2015;108.6818
23/12/2015;83.6818
24/12/2015;11.9545
25/12/2015;0
26/12/2015;95.1818
27/12/2015;63.2143
28/12/2015;0
29/12/2015;182.6818
30/12/2015;215.5
31/12/2015;50.0833
01/01/2016;0
02/01/2016;216
03/01/2016;121.2143
04/01/2016;0
05/01/2016;64.8636
06/01/2016;73.7727
07/01/2016;63.9091
08/01/2016;66.1818
09/01/2016;169.4091
10/01/2016;81
11/01/2016;0
12/01/2016;55.1818
13/01/2016;59.4545
14/01/2016;43.5455
15/01/2016;39.5909
16/01/2016;124.8636
17/01/2016;90.1429
18/01/2016;0
19/01/2016;56.1364
20/01/2016;34.1818
21/01/2016;27.2727
22/01/2016;25.1818
23/01/2016;62.0455
24/01/2016;70.4286
25/01/2016;0
26/01/2016;30.9545
27/01/2016;24.0455
28/01/2016;19.5455
29/01/2016;19.9091
30/01/2016;63.6364
31/01/2016;74.4286
01/02/2016;0
02/02/2016;26.7727
03/02/2016;28
04/02/2016;20.5909
05/02/2016;24.0909
06/02/2016;61.2273
07/02/2016;69.5714
08/02/2016;0
09/02/2016;36.3182
10/02/2016;28.3636
11/02/2016;28.7273
12/02/2016;22.6818
13/02/2016;67.6818
14/02/2016;76.6429
15/02/2016;0
16/02/2016;27.2273
17/02/2016;26.9545
18/02/2016;24
19/02/2016;25.2273
20/02/2016;44.7727
21/02/2016;54.2857
22/02/2016;0
23/02/2016;51.8636
24/02/2016;45.1818
25/02/2016;47.2727
26/02/2016;37.8182
27/02/2016;49.8182
28/02/2016;49.2857
29/02/2016;0
01/03/2016;64.6364
02/03/2016;56.2727
03/03/2016;58.9091
04/03/2016;47.4091
05/03/2016;62.1364
06/03/2016;75.8571
07/03/2016;0
08/03/2016;21.5909
09/03/2016;21.4545
10/03/2016;28.1818
11/03/2016;24.9091
12/03/2016;72.6364
13/03/2016;83.0714
14/03/2016;0
15/03/2016;28.9091
16/03/2016;28.3182
17/03/2016;27.3182
18/03/2016;32.1818
19/03/2016;74.0909
20/03/2016;78.8571
21/03/2016;0
22/03/2016;32.5909
23/03/2016;27.3182
24/03/2016;24.9545
25/03/2016;21.5
26/03/2016;79.1364
27/03/2016;0
28/03/2016;0
29/03/2016;34.5909
30/03/2016;27.6818
31/03/2016;16.5
01/04/2016;18.8182
02/04/2016;84.8182
03/04/2016;91.6429
04/04/2016;0
05/04/2016;47.6818
06/04/2016;45.6364
07/04/2016;44.8636
08/04/2016;34.7727
09/04/2016;84.6667
10/04/2016;80.0714
11/04/2016;0
12/04/2016;56.2273
13/04/2016;41.8182
14/04/2016;40.5
15/04/2016;30.9091
16/04/2016;52.8636
17/04/2016;63.2143
18/04/2016;0
19/04/2016;69.7727
20/04/2016;68.1818
21/04/2016;72.8182
22/04/2016;61.7727
23/04/2016;67.6364
24/04/2016;70.7857
25/04/2016;0
26/04/2016;90.2273
27/04/2016;75.3636
28/04/2016;39.0909
29/04/2016;78.8636
30/04/2016;89.4545
01/05/2016;0
02/05/2016;0
03/05/2016;34.5
04/05/2016;34.8182
05/05/2016;0
06/05/2016;79.9545
07/05/2016;71.7273
08/05/2016;0
09/05/2016;0
10/05/2016;19
11/05/2016;32.8636
12/05/2016;34
13/05/2016;24.8636
14/05/2016;38.2727
15/05/2016;0
16/05/2016;0
17/05/2016;28
18/05/2016;31.1818
19/05/2016;29.4091
20/05/2016;25.6364
21/05/2016;56.1364
22/05/2016;53.9286
23/05/2016;0
24/05/2016;39.8636
25/05/2016;38.7273
26/05/2016;37.6818
27/05/2016;30.0909
28/05/2016;56.6364
29/05/2016;56.0714
30/05/2016;0
31/05/2016;40.6364
01/06/2016;43.6364
02/06/2016;37
03/06/2016;0
04/06/2016;0
05/06/2016;0
06/06/2016;0
07/06/2016;46.4545
08/06/2016;48.9091
09/06/2016;61.2273
10/06/2016;51.9091
11/06/2016;66.0455
12/06/2016;76.5
13/06/2016;0
14/06/2016;39.9091
15/06/2016;47.1429
16/06/2016;28.1818
17/06/2016;20.7727
18/06/2016;35
19/06/2016;58.5714
20/06/2016;0
21/06/2016;19.4545
22/06/2016;14.8182
23/06/2016;18.4091
24/06/2016;15.8182
25/06/2016;15.6818
26/06/2016;13.9286
27/06/2016;0
28/06/2016;0
29/06/2016;12.4091
30/06/2016;9.1364
01/07/2016;8.0909
02/07/2016;8.5
03/07/2016;10.5714
04/07/2016;0
05/07/2016;9.9091
06/07/2016;6.9545
07/07/2016;11.2273
08/07/2016;7.4091
09/07/2016;9.5909
10/07/2016;13
11/07/2016;0
12/07/2016;13.4545
13/07/2016;9.3636
14/07/2016;0
15/07/2016;6.6818
16/07/2016;11.0909
17/07/2016;10.8571
18/07/2016;0
19/07/2016;16.3182
20/07/2016;16.7273
21/07/2016;12.0455
22/07/2016;13.6818
23/07/2016;13.1818
24/07/2016;14
25/07/2016;0
26/07/2016;17.5909
27/07/2016;17.4091
28/07/2016;14
29/07/2016;5.0909
30/07/2016;13.2727
31/07/2016;14.5
01/08/2016;0
02/08/2016;23.7727
03/08/2016;19.2727
04/08/2016;16.7727
05/08/2016;14.0909
06/08/2016;19.5909
07/08/2016;17.3571
08/08/2016;0
09/08/2016;31.0455
10/08/2016;23.7727
11/08/2016;25.5
12/08/2016;18.4545
13/08/2016;15.9091
14/08/2016;16.8571
15/08/2016;0
16/08/2016;28.2273
17/08/2016;30.2273
18/08/2016;27.5455
19/08/2016;32.1364
20/08/2016;32.5
21/08/2016;22.7857
22/08/2016;0
23/08/2016;44.2273
24/08/2016;44.4091
25/08/2016;44.7273
26/08/2016;38.1364
27/08/2016;45.1364
28/08/2016;30.7143
29/08/2016;0
30/08/2016;39.8636
31/08/2016;27.9545
01/09/2016;33.0909
02/09/2016;28.3
03/09/2016;0
04/09/2016;0
05/09/2016;0
06/09/2016;0
07/09/2016;0
08/09/2016;0
09/09/2016;0
10/09/2016;0
11/09/2016;0
12/09/2016;0
13/09/2016;26.6364
14/09/2016;22.0455
15/09/2016;18.1818
16/09/2016;22.2727
17/09/2016;43.6818
18/09/2016;51.0714
19/09/2016;0
20/09/2016;21.6364
21/09/2016;25.4091
22/09/2016;19.3636
23/09/2016;18.9091
24/09/2016;58.3636
25/09/2016;77
26/09/2016;0
27/09/2016;24.1364
28/09/2016;28.1818
29/09/2016;24.7273
30/09/2016;22.4091
01/10/2016;66.1818
02/10/2016;73.4286
03/10/2016;0
04/10/2016;27.6364
05/10/2016;29.5909
06/10/2016;28.1818
07/10/2016;27.9091
08/10/2016;71.0909
09/10/2016;94.6429
10/10/2016;0
11/10/2016;36.7727
12/10/2016;34.3636
13/10/2016;29.6364
14/10/2016;32.9545
15/10/2016;82.5
16/10/2016;94.1429
17/10/2016;0
18/10/2016;29.4545
19/10/2016;29.4545
20/10/2016;29.5909
21/10/2016;40.3636
22/10/2016;65.5
23/10/2016;67.0714
24/10/2016;0
25/10/2016;64.1364
26/10/2016;62
27/10/2016;69.6364
28/10/2016;59.2727
29/10/2016;62.9091
30/10/2016;78.0714
31/10/2016;0
01/11/2016;0
02/11/2016;78.5909
03/11/2016;33.9545
04/11/2016;41.0455
05/11/2016;88.4545
06/11/2016;80.6429
07/11/2016;0
08/11/2016;45.5909
09/11/2016;34.0909
10/11/2016;29
11/11/2016;0
12/11/2016;151.3182
13/11/2016;110
14/11/2016;0
15/11/2016;49.0909
16/11/2016;41.8182
17/11/2016;38.0909
18/11/2016;38.3182
19/11/2016;123.6364
20/11/2016;132.9286
21/11/2016;0
22/11/2016;51.3636
23/11/2016;54.3636
24/11/2016;46.3182
25/11/2016;54.3182
26/11/2016;146.8636
27/11/2016;126.2857
28/11/2016;0
29/11/2016;74.8636
30/11/2016;59.6818
01/12/2016;65.8636
02/12/2016;66.7273
03/12/2016;184.0455
04/12/2016;138.7143
05/12/2016;0
06/12/2016;72.7727
07/12/2016;99.7273
08/12/2016;84.1364
09/12/2016;75.3182
10/12/2016;203.7727
11/12/2016;119.8571
12/12/2016;0
13/12/2016;40.9545
14/12/2016;27.9091
15/12/2016;22.4091
16/12/2016;13.6364
17/12/2016;19.0455
18/12/2016;20.0714
19/12/2016;0
20/12/2016;64.4091
21/12/2016;64.2273
22/12/2016;49.3182
23/12/2016;36.6818
24/12/2016;13.75
25/12/2016;0
26/12/2016;0
27/12/2016;103
28/12/2016;106.3636
29/12/2016;102.7727
30/12/2016;95.9091
31/12/2016;20.75
01/01/2017;0
02/01/2017;0
03/01/2017;51.9091
04/01/2017;48.6818
05/01/2017;50.2727
06/01/2017;44.8182
07/01/2017;84.9545
08/01/2017;70.2857
09/01/2017;0
10/01/2017;55.3636
11/01/2017;45.2273
12/01/2017;35.6818
13/01/2017;32.3182
14/01/2017;29.3636
15/01/2017;65.3571
16/01/2017;0
17/01/2017;35.5455
18/01/2017;29.8182
19/01/2017;28
20/01/2017;25.9091
21/01/2017;55.2273
22/01/2017;54.4286
23/01/2017;0
24/01/2017;36.0909
25/01/2017;32.9091
26/01/2017;31.9091
27/01/2017;23.9545
28/01/2017;66.1364
29/01/2017;63.0714
30/01/2017;0
31/01/2017;34.0909
01/02/2017;36.6818
02/02/2017;29.2273
03/02/2017;32.1818
04/02/2017;45.8636
05/02/2017;47.2143
06/02/2017;0
07/02/2017;64.9545
08/02/2017;51.9545
09/02/2017;55.9545
10/02/2017;42.7273
11/02/2017;43.2273
12/02/2017;49.5
13/02/2017;0
14/02/2017;81.0455
15/02/2017;73.8636
16/02/2017;73.9091
17/02/2017;62.9545
18/02/2017;66.2273
19/02/2017;78.3571
20/02/2017;0
21/02/2017;39.5909
22/02/2017;34.6818
23/02/2017;33
24/02/2017;34.9091
25/02/2017;70.4545
26/02/2017;79
27/02/2017;0
28/02/2017;39.4545
01/03/2017;34.8636
02/03/2017;27.2273
03/03/2017;29.9091
04/03/2017;69.0455
05/03/2017;75.3571
06/03/2017;0
07/03/2017;38.5
08/03/2017;34.4545
09/03/2017;33.5
10/03/2017;32.6364
11/03/2017;75.5
12/03/2017;83
13/03/2017;0
14/03/2017;35.1818
15/03/2017;33.5455
16/03/2017;32.8636
17/03/2017;30
18/03/2017;74.6818
19/03/2017;68.9286
20/03/2017;0
21/03/2017;37.0909
22/03/2017;43.5
23/03/2017;33.3182
24/03/2017;35.6364
25/03/2017;80.9091
26/03/2017;71.5
27/03/2017;0
28/03/2017;37.2727
29/03/2017;38.8182
30/03/2017;33.0909
31/03/2017;28.5
01/04/2017;67.1364
02/04/2017;67.2857
03/04/2017;0
04/04/2017;88.5909
05/04/2017;70
06/04/2017;72.4545
07/04/2017;59.4545
08/04/2017;68.0455
09/04/2017;37.3571
10/04/2017;0
11/04/2017;90.5455
12/04/2017;72.7727
13/04/2017;73.8182
14/04/2017;68.4545
15/04/2017;80
16/04/2017;0
17/04/2017;0
18/04/2017;51.4545
19/04/2017;58.7273
20/04/2017;48.7727
21/04/2017;48.9545
22/04/2017;88.6818
23/04/2017;77.4286
24/04/2017;0
25/04/2017;61.0455
26/04/2017;55.7727
27/04/2017;40.8636
28/04/2017;35.3636
29/04/2017;79.4545
30/04/2017;81.7143
01/05/2017;0
02/05/2017;53
03/05/2017;47.6818
04/05/2017;41.4091
05/05/2017;35.9545
06/05/2017;80.7273
07/05/2017;77
08/05/2017;0
09/05/2017;46.8182
10/05/2017;42.2273
11/05/2017;33.7273
12/05/2017;25.4091
13/05/2017;70.5909
14/05/2017;62.0714
15/05/2017;0
16/05/2017;32.8182
17/05/2017;34.9091
18/05/2017;29.0455
19/05/2017;25.2727
20/05/2017;52
21/05/2017;61.2857
22/05/2017;0
23/05/2017;30.3182
24/05/2017;32.7727
25/05/2017;0
26/05/2017;69
27/05/2017;57.7273
28/05/2017;52.7143
29/05/2017;0
30/05/2017;40.3636
31/05/2017;37.6818
01/06/2017;31.1818
02/06/2017;30.5
03/06/2017;60.9545
04/06/2017;0
05/06/2017;0
06/06/2017;55.6364
07/06/2017;57.3636
08/06/2017;64.7273
09/06/2017;57.4545
10/06/2017;93.8182
11/06/2017;82.9286
12/06/2017;0
13/06/2017;106.0909
14/06/2017;87.0455
15/06/2017;43.0909
16/06/2017;29.7727
17/06/2017;91.0455
18/06/2017;76.5714
19/06/2017;0
20/06/2017;41.6364
21/06/2017;44.5909
22/06/2017;37.9545
23/06/2017;22.9545
24/06/2017;18.7727
25/06/2017;21.5714
26/06/2017;0
27/06/2017;19.5909
28/06/2017;16.5
29/06/2017;10.0909
30/06/2017;8.5455
01/07/2017;15.1818
02/07/2017;11.9286
03/07/2017;0
04/07/2017;15.9091
05/07/2017;14.1818
06/07/2017;12.6364
07/07/2017;18.4545
08/07/2017;11.3182
09/07/2017;13
10/07/2017;0
11/07/2017;14.1818
12/07/2017;11.1364
13/07/2017;16.5455
14/07/2017;0
15/07/2017;14.2273
16/07/2017;14.2143
17/07/2017;0
18/07/2017;17.4091
19/07/2017;11.5909
20/07/2017;11.4091
21/07/2017;10.4545
22/07/2017;11.0455
23/07/2017;14.4286
24/07/2017;0
25/07/2017;15.9545
26/07/2017;15.7727
27/07/2017;13.1818
28/07/2017;12.5909
29/07/2017;13.5
30/07/2017;9.0714
31/07/2017;0
01/08/2017;23.7727
02/08/2017;16.5455
03/08/2017;19.1364
04/08/2017;15.2727
05/08/2017;13
06/08/2017;15.8571
07/08/2017;0
08/08/2017;21.9091
09/08/2017;26.3182
10/08/2017;23.0455
11/08/2017;22.9091
12/08/2017;20.0455
13/08/2017;20.2857
14/08/2017;0
15/08/2017;0
16/08/2017;24.9091
17/08/2017;29.3182
18/08/2017;30.8636
19/08/2017;29.6818
20/08/2017;26.2143
21/08/2017;0
22/08/2017;45.6364
23/08/2017;33.5455
24/08/2017;41.9091
25/08/2017;28.6364
26/08/2017;40.7273
27/08/2017;30.0714
28/08/2017;0
29/08/2017;45.9545
30/08/2017;31.1818
31/08/2017;27.7273
01/09/2017;0
02/09/2017;0
03/09/2017;0
04/09/2017;0
05/09/2017;0
06/09/2017;0
07/09/2017;0
08/09/2017;0
09/09/2017;0
10/09/2017;0
11/09/2017;0
12/09/2017;10.0455
13/09/2017;21.7727
14/09/2017;20.9545
15/09/2017;14.5455
16/09/2017;37.8182
17/09/2017;34.9286
18/09/2017;0
19/09/2017;17.7727
20/09/2017;19.5455
21/09/2017;21.0455
22/09/2017;24.6818
23/09/2017;55.3636
24/09/2017;67.7143
25/09/2017;0
26/09/2017;20.6818
27/09/2017;25.8636
28/09/2017;20.9545
29/09/2017;25.4091
30/09/2017;70.5
01/10/2017;74.7143
02/10/2017;0
03/10/2017;24.3636
04/10/2017;24.2727
05/10/2017;29.0455
06/10/2017;25.9545
07/10/2017;65
08/10/2017;78.1429
09/10/2017;0
10/10/2017;27.1364
11/10/2017;28.3182
12/10/2017;32.1364
13/10/2017;30.0909
14/10/2017;77.6818
15/10/2017;82.2143
16/10/2017;0
17/10/2017;35.5
18/10/2017;28.9545
19/10/2017;30.7273
20/10/2017;28.8182
21/10/2017;65.0455
22/10/2017;68.1429
23/10/2017;0
24/10/2017;60.5909
25/10/2017;47.4545
26/10/2017;50.6364
27/10/2017;36.7273
28/10/2017;41.7273
29/10/2017;45.6429
30/10/2017;0
31/10/2017;72.9545
